,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,minimal_salary,maximal_salary,average_salary,python,sql,power bi,excel,tableau
461,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,43.0,69.0,56.0,False,True,False,True,False
462,Jr Data Analyst,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,True,False
463,Data Science Analyst,3.0,NewGen Technologies,"Norfolk, VA","Duluth, GA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,43.0,69.0,56.0,False,False,False,False,False
464,Data Analyst,1.0,"Bluemont Technology & Research, Inc.","Norfolk, VA","Mc Lean, VA",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,43.0,69.0,56.0,False,False,False,False,False
465,Data Analyst,3.5,"ForKids, inc","Norfolk, VA","Norfolk, VA",51 to 200 employees,,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),,43.0,69.0,56.0,False,False,False,False,False
466,Data Analyst,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,43.0,69.0,56.0,False,True,False,True,False
467,Data Analyst,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,True,False
468,Data Analyst,3.4,Dunhill Professional Search,"Chesapeake, VA","Wilmington, NC",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,43.0,69.0,56.0,False,True,False,True,False
469,Finance Data Analytics Analyst,3.1,Smithfield,"Smithfield, VA","Smithfield, VA",10000+ employees,1936.0,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"JBS USA Holdings, Tyson Foods, Hormel",43.0,69.0,56.0,False,True,False,True,False
470,Business Intelligence/Data Analyst with Security Clearance,3.8,Booz Allen Hamilton,"Suffolk, VA","Mc Lean, VA",10000+ employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",43.0,69.0,56.0,True,False,True,False,True
471,Research & Data Analyst,1.0,EVMS,"Norfolk, VA","Chennai, India",501 to 1000 employees,1935.0,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,,43.0,69.0,56.0,True,True,False,True,False
472,Metrics & Data Analyst,3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998.0,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),,43.0,69.0,56.0,False,False,False,True,False
473,Tactical Data Link (TDL) Analyst-,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,43.0,69.0,56.0,False,False,False,True,False
474,Senior Data Analyst- Secret Clearance-,5.0,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 employees,2015.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,43.0,69.0,56.0,False,False,True,True,True
475,Data Analyst Junior,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,43.0,69.0,56.0,False,True,False,True,False
476,HQ Data Analyst,3.0,ITA International,"Newport News, VA","Yorktown, VA",201 to 500 employees,,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),,43.0,69.0,56.0,True,False,True,True,True
477,USMTF Data Analyst,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,43.0,69.0,56.0,False,False,False,True,False
478,Mid Data Analyst,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,True,False
479,Product Data Business Analyst,,Ferguson Experie,"Newport News, VA",,,,,,,,,43.0,69.0,56.0,False,True,True,True,False
480,Retail Data Quality Analyst,3.5,Liberty Source,"Hampton, VA","Fort Monroe, VA",51 to 200 employees,2014.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,43.0,69.0,56.0,False,False,False,True,False
481,USMTF Data Analyst with Security Clearance,3.8,"Oasis Systems, LLC","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,43.0,69.0,56.0,False,False,False,True,False
482,Senior Data Strategy Analyst (SDSA),3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002.0,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),,43.0,69.0,56.0,True,False,False,False,True
483,Data Analyst - Va Beach - VA with Security Clearance,3.1,Occam Solutions Inc,"Virginia Beach, VA","Herndon, VA",1 to 50 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,43.0,69.0,56.0,True,False,False,False,False
484,Configuration and Data Management (C&DM) Analyst,3.5,Analytical Mechanics Associates,"Hampton, VA","Hampton, VA",201 to 500 employees,1962.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,True,False
485,Jr Management Analyst (Data Management),3.2,"GStek, Inc.","Yorktown, VA","Chesapeake, VA",201 to 500 employees,1992.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,False,False
486,Senior Data Analyst,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,43.0,69.0,56.0,False,False,False,True,False
487,Tactical Data Link (TDL) Analyst,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,49.0,112.0,80.5,False,False,False,True,False
488,Sr Data Business Analyst - FacilitySource,3.7,CBRE,"Chesapeake, VA","Los Angeles, CA",10000+ employees,1906.0,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,,49.0,112.0,80.5,False,False,False,True,False
489,Acoustics Data Analyst/Flight Test Engineer,3.5,Analytical Mechanics Associates,"Hampton, VA","Hampton, VA",201 to 500 employees,1962.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,49.0,112.0,80.5,False,False,False,False,False
490,Senior Data Analyst,1.0,"Bluemont Technology & Research, Inc.","Norfolk, VA","Mc Lean, VA",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,49.0,112.0,80.5,False,False,False,False,False
491,Senior Data Analyst- Secret Clearance,5.0,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 employees,2015.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,49.0,112.0,80.5,False,False,True,True,True
492,Senior Data Management Analyst (SDMA),3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002.0,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),,49.0,112.0,80.5,True,False,False,False,False
493,Data Analyst - Senior Consultant,3.4,Guidehouse,"Norfolk, VA","Washington, DC",5001 to 10000 employees,2018.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,49.0,112.0,80.5,False,False,False,False,False
494,Data Warehouse Programmer/Analyst,3.1,AXSEUM Inc,"Fort Eustis, VA","Alexandria, VA",51 to 200 employees,2002.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,49.0,112.0,80.5,False,True,True,False,False
495,Data Analyst (Navy) - Mid and Junior Level,,"Tamayo Federal Solutions,","Portsmouth, VA",,,,,,,,,49.0,112.0,80.5,False,False,False,True,False
496,"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",3.4,Guidehouse,"Norfolk, VA","Washington, DC",5001 to 10000 employees,2018.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,49.0,112.0,80.5,False,False,False,False,False
497,Program Analyst - AIS/Maintenance Data System Coordinator,3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998.0,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),,49.0,112.0,80.5,False,False,False,False,False
498,MSC Logistics Data Analyst,3.6,CACI International,"Norfolk, VA","Arlington, VA",10000+ employees,1962.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",49.0,112.0,80.5,False,True,False,True,False
499,Data Analyst (Navy) - Mid Level,,"Tamayo Federal Solutions,","Portsmouth, VA",,,,,,,,,49.0,112.0,80.5,False,False,False,True,False
500,Business Intelligence & Data Analyst,3.7,PROSOFT,"Norfolk, VA","Virginia Beach, VA",201 to 500 employees,,Contract,IT Services,Information Technology,Unknown / Non-Applicable,,49.0,112.0,80.5,True,True,False,True,False
501,Sr Data Business Analyst - FacilitySource,3.6,FacilitySource,"Chesapeake, VA","Phoenix, AZ",1001 to 5000 employees,2001.0,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),"First Service Networks, SMS Assist, Vixxo",49.0,112.0,80.5,False,False,False,True,False
502,Senior Data Analyst (Navy),,"Tamayo Federal Solutions,","Portsmouth, VA",,,,,,,,,49.0,112.0,80.5,False,False,False,True,False
503,NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,3.3,Universal Consulting Services,"Norfolk, VA","Fairfax, VA",201 to 500 employees,2000.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,49.0,112.0,80.5,False,False,False,True,False
504,NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,3.3,"Universal Consulting Services, Inc.","Norfolk, VA","Fairfax, VA",201 to 500 employees,2000.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,49.0,112.0,80.5,False,False,False,True,False
505,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,30.0,54.0,42.0,False,True,False,True,False
506,Data Analyst,5.0,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,30.0,54.0,42.0,False,True,False,True,False
507,Data Analyst,4.3,University of Florida,"Gainesville, FL","Gainesville, FL",10000+ employees,1853.0,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),,30.0,54.0,42.0,True,True,False,True,False
508,AvMed Data Governance Analyst,3.1,AvMed Health Plans,"Gainesville, FL","Gainesville, FL",501 to 1000 employees,1996.0,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),,30.0,54.0,42.0,False,True,False,True,False
509,Data Management Analyst II,3.3,Shands Jacksonville,"Alachua, FL","Jacksonville, FL",1001 to 5000 employees,1984.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,30.0,54.0,42.0,False,False,False,False,False
510,Data Analyst Junior,5.0,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,30.0,54.0,42.0,False,True,False,True,False
511,Data Analyst â Junior,5.0,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,30.0,54.0,42.0,False,True,False,True,False
512,IT Analyst III Data Systems,3.3,Shands Jacksonville,"Gainesville, FL","Jacksonville, FL",1001 to 5000 employees,1984.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,30.0,54.0,42.0,True,True,False,False,True
513,Product Data Analyst,3.1,Stamps.com,"El Segundo, CA","El Segundo, CA",1001 to 5000 employees,1996.0,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Pitney Bowes, US Postal Service, Envelope Manager Software",55.0,103.0,79.0,False,True,False,True,True
514,Lead Data Analyst,3.6,Headspace,"Santa Monica, CA","Santa Monica, CA",201 to 500 employees,2010.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,False,True
515,Data Analytics Insights Analyst,3.7,Neustar,"Los Angeles, CA","Sterling, VA",1001 to 5000 employees,1996.0,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),"Adobe, Akamai, Oracle",55.0,103.0,79.0,True,True,False,True,False
516,Data Analyst,5.0,Wellth Inc.,"Los Angeles, CA","New York, NY",1 to 50 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),,55.0,103.0,79.0,True,True,False,True,True
517,Data Analyst,,People ,"Hermosa Beach, CA","Hermosa Beach, CA",1 to 50 employees,2013.0,Self-employed,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,True,False
518,Data Analyst,5.0,"Staffigo Technical Services, LLC","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,55.0,103.0,79.0,False,True,False,True,False
519,Product Data & Insights Analyst,3.3,Ruggable,"Gardena, CA","Los Angeles, CA",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,True,False
520,Survey Data Analyst,5.0,First Professional Services,"Los Angeles, CA","Piscataway, NJ",51 to 200 employees,2018.0,Subsidiary or Business Segment,Internet,Information Technology,$1 to $5 million (USD),,55.0,103.0,79.0,False,True,False,True,True
521,Senior Data Analyst,3.6,Steady,"Los Angeles, CA","Atlanta, GA",1 to 50 employees,2017.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,False,True
522,Data Analyst,4.3,"ConsultNet, LLC","Burbank, CA","South Jordan, UT",201 to 500 employees,1996.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),,55.0,103.0,79.0,False,True,False,False,True
523,Data Analyst,4.3,Signal Sciences,"Los Angeles, CA","Culver City, CA",51 to 200 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,True,True
524,Data and Policy Analyst - Statistical Programmer,3.2,Acumen,"Los Angeles, CA","Burlingame, CA",201 to 500 employees,1996.0,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,55.0,103.0,79.0,False,False,False,False,False
525,Data Analyst,4.5,HireTalent,"Los Angeles, CA","New York, NY",201 to 500 employees,1997.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,55.0,103.0,79.0,False,False,False,True,False
526,"Senior Data Analyst, Marketing",4.3,Dave,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2016.0,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,False,True
527,Data Analyst,,Expertise,"Los Angeles, CA","Seattle, WA",1 to 50 employees,,Contract,,,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,True,True
528,Data Analyst,4.0,Lorven Technologies Inc,"Los Angeles, CA","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,55.0,103.0,79.0,False,False,False,False,False
529,Data Analyst,,Eleven Recruiting - C,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,True,True
530,Data Analyst,3.6,ICONMA,"Culver City, CA","Troy, MI",1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,55.0,103.0,79.0,False,True,False,False,False
531,Data Analyst,3.5,HITRECORD,"Los Angeles, CA","Van Nuys, CA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,55.0,103.0,79.0,True,True,False,True,False
532,Data Analyst,5.0,Dot818,"Glendale, CA","Glendale, CA",1 to 50 employees,2011.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,False,False
533,Data Analyst,3.4,DatamanUSA,"Los Angeles, CA","Centennial, CO",51 to 200 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),,55.0,103.0,79.0,False,True,False,True,False
534,Senior Database Analyst - Data Warehouse,3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",55.0,103.0,79.0,False,True,False,False,False
535,Data Analyst,,Eleven Recruiting - C,"Los Angeles, CA",,,,,,,,,55.0,103.0,79.0,False,True,False,True,True
536,Data Analyst,3.5,Robert Half,"El Segundo, CA","Menlo Park, CA",10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",55.0,103.0,79.0,False,True,False,True,False
537,Data Analyst – Finance,3.2,Radiology Partners,"El Segundo, CA","El Segundo, CA",1001 to 5000 employees,2012.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,False,True,True
538,Data Analyst,4.7,PeerStreet,"El Segundo, CA","El Segundo, CA",51 to 200 employees,,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,True,True
539,Data Analyst,4.7,PlayQ,"Santa Monica, CA","Santa Monica, CA",51 to 200 employees,2007.0,Company - Private,Video Games,Media,Unknown / Non-Applicable,,55.0,103.0,79.0,True,True,True,True,True
540,Data Analyst,4.0,Lucky Day,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2014.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,False,True
541,Data and Reporting Analyst,3.4,Didi Hirsch Mental Health Services,"Inglewood, CA","Culver City, CA",201 to 500 employees,1944.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,55.0,103.0,79.0,False,True,False,True,False
542,Data Analyst,,Center For Policing Eq,"Los Angeles, CA","New York, NY",51 to 200 employees,,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,,37.0,70.0,53.5,True,False,False,False,False
543,Advanced Data Analytics Analyst,3.7,Human Good,"Glendale, CA","Vancouver, Canada",1 to 50 employees,,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,,37.0,70.0,53.5,True,True,False,False,False
544,Data Analyst,4.1,Swinerton Builders,"Los Angeles, CA","San Francisco, CA",1001 to 5000 employees,1888.0,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD),"DPR Construction, Webcor",37.0,70.0,53.5,False,True,False,True,False
545,Data Analyst,3.1,"Relevante, Inc.","Los Angeles, CA","Berwyn, PA",51 to 200 employees,2002.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,37.0,70.0,53.5,False,True,False,True,False
546,Data Analyst,3.7,"iSpace, Inc","Glendale, CA","El Segundo, CA",51 to 200 employees,2000.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Cyient,37.0,70.0,53.5,False,False,False,False,False
547,Data Analyst,,Kh,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2017.0,Company - Public,,,$5 to $10 million (USD),,37.0,70.0,53.5,True,True,False,False,False
548,Senior Data Intelligence Analyst,3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",37.0,70.0,53.5,False,False,False,True,True
549,"Sr. Data Analyst, Consumer Applications",3.8,System1,"Venice, CA","Venice, CA",201 to 500 employees,2013.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,37.0,70.0,53.5,True,True,False,False,False
550,Data Governance Analyst,3.5,Western Asset,"Pasadena, CA","Pasadena, CA",501 to 1000 employees,1971.0,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"PIMCO, TCW, Oaktree Capital Management",37.0,70.0,53.5,True,True,False,True,True
551,Data Analyst,5.0,Tilde Staff Inc.,"Pasadena, CA","Pasadena, CA",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,37.0,70.0,53.5,True,True,True,False,True
552,"Senior Data Analyst, Data Insights",3.8,Hulu,"Santa Monica, CA","Santa Monica, CA",1001 to 5000 employees,2007.0,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),"Netflix, Amazon, Apple",37.0,70.0,53.5,True,True,False,True,True
553,Data Analyst,3.8,Login Consulting Services,"El Segundo, CA","El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,37.0,70.0,53.5,False,True,False,False,False
554,Workday Technical Analyst- Data Conversions,4.2,University of Southern California,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1880.0,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),,37.0,70.0,53.5,False,False,False,False,False
555,Data Analyst Healthcare - Experienced or Entry Level,3.1,Delmarva Foundation,"Cerritos, CA","Easton, MD",501 to 1000 employees,1973.0,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),,37.0,70.0,53.5,False,True,False,False,False
556,Woocommerce Data Governance Analyst,4.1,LiveGlam,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2016.0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,,37.0,70.0,53.5,False,True,False,False,True
557,"Analyst, Data Operations",3.9,Warner Bros. Entertainment,"Burbank, CA","Burbank, CA",5001 to 10000 employees,1923.0,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),NBCUniversal,37.0,70.0,53.5,False,False,False,True,False
558,Data Analyst,,NextDeavor Serv,"Carson, CA",,,,,,,,,37.0,70.0,53.5,True,True,False,True,True
559,Data Analyst,3.5,Cenergy,"Irwindale, CA","Milton, WV",51 to 200 employees,,Company - Private,Construction,"Construction, Repair & Maintenance",$10 to $25 million (USD),,37.0,70.0,53.5,False,False,False,False,False
560,Data Analyst (Apex Legends),3.9,Electronic Arts,"Los Angeles, CA","Redwood City, CA",5001 to 10000 employees,1982.0,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",37.0,70.0,53.5,True,True,True,True,True
561,Data Intelligence Analyst II ( Epic Certification Required ),3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",37.0,70.0,53.5,False,True,False,True,True
562,Market Data Analyst,3.9,Capital Group,"Los Angeles, CA","Los Angeles, CA",5001 to 10000 employees,1931.0,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),,37.0,70.0,53.5,False,False,False,False,False
563,"Sr Analyst, Data Operations",3.7,Turner Broadcasting,"Burbank, CA","New York, NY",10000+ employees,2003.0,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",37.0,70.0,53.5,False,True,True,False,True
564,Data Analyst (Ryan White),4.7,AIDS Healthcare Foundation,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1987.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Kaiser Permanente, CVS Health, Walgreens",37.0,70.0,53.5,False,False,False,False,False
565,Senior Data Analyst,4.0,Lucky Day,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2014.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,37.0,70.0,53.5,False,True,False,False,False
566,"Data System Analyst I, LACERA (Senior Java Developer)",3.5,LACERA,"Pasadena, CA","Pasadena, CA",201 to 500 employees,1938.0,Government,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),,37.0,70.0,53.5,False,False,False,True,False
567,Data Analyst,2.9,Arize Corporation,"Anaheim, CA","New York, NY",201 to 500 employees,,Company - Private,Publishing,Media,$50 to $100 million (USD),,37.0,70.0,53.5,False,False,False,False,False
568,Data Analyst,2.8,SAG-AFTRA Health Plan and SAG-Producers Pension Plan,"Burbank, CA","Burbank, CA",Unknown,,Company - Private,,,Unknown / Non-Applicable,,37.0,70.0,53.5,False,True,False,False,True
569,Data Analyst,3.1,Computershare,"El Segundo, CA","Melbourne, Australia",10000+ employees,1978.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),,37.0,70.0,53.5,False,True,False,True,False
570,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,37.0,70.0,53.5,False,True,False,True,False
571,Data Analyst,3.2,Cenergy International,"Irwindale, CA","Houston, TX",51 to 200 employees,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,57.0,103.0,80.0,False,False,False,False,False
572,Marketing Data Analyst,5.0,Scale Media,"Los Angeles, CA","Sherman Oaks, CA",1 to 50 employees,,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,57.0,103.0,80.0,False,True,False,True,True
573,Data and Policy Analyst - Writer/Coordinator,3.2,Acumen,"Los Angeles, CA","Burlingame, CA",201 to 500 employees,1996.0,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,57.0,103.0,80.0,False,False,False,False,False
574,Sr. Data/Report System Analyst,3.9,Cedars-Sinai,"Beverly Hills, CA","Los Angeles, CA",10000+ employees,1902.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",57.0,103.0,80.0,False,True,False,False,True
575,Equity Data/Research Analyst,,Selby Jennings Buy,"Los Angeles, CA",,,,,,,,,57.0,103.0,80.0,False,False,False,False,False
576,Senior Data Analyst,4.5,Mobilityware,"Los Angeles, CA","Irvine, CA",51 to 200 employees,1990.0,Company - Private,Video Games,Media,Unknown / Non-Applicable,,57.0,103.0,80.0,False,True,False,False,False
577,Data Analyst,3.9,Acorns,"Anaheim, CA","Irvine, CA",201 to 500 employees,,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,,57.0,103.0,80.0,True,True,False,True,True
578,Data Analyst - (Python),5.0,LEAPROS,"Long Beach, CA","Dana Point, CA",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,57.0,103.0,80.0,True,True,False,True,True
579,Data Analyst / Developer,,Kforce Technology Staf,"Los Angeles, CA",,,,,,,,,57.0,103.0,80.0,False,False,False,False,False
580,Data Analyst I,3.1,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1997.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",57.0,103.0,80.0,False,False,False,True,False
